engine_id,cycle,true_label,majority_pred,weighted_pred,risk_pred,risk_level,mean_prob,fault_fraction
71,90,0,0,0,0,SAFE,0.00019279964799999997,0.0
71,91,0,0,0,0,SAFE,0.000235184706,0.0
71,92,0,0,0,0,SAFE,0.000264019188,0.0
71,93,0,0,0,0,SAFE,0.00048274699800000007,0.0
71,94,0,0,0,0,SAFE,0.00040516056800000007,0.0
71,95,0,0,0,0,SAFE,0.00027688760800000003,0.0
71,96,0,0,0,0,SAFE,0.00025533133,0.0
71,97,0,0,0,0,SAFE,0.000190765497,0.0
71,98,0,0,0,0,SAFE,0.00019548694199999998,0.0
71,99,0,0,0,0,SAFE,0.000180271522,0.0
71,100,0,0,0,0,SAFE,0.0001970088992,0.0
71,101,0,0,0,0,SAFE,0.000164638524,0.0
71,102,0,0,0,0,SAFE,0.00020315472400000002,0.0
71,103,0,0,0,0,SAFE,0.00022888473999999997,0.0
71,104,0,0,0,0,SAFE,0.000251872019,0.0
71,105,0,0,0,0,SAFE,0.00022204283599999998,0.0
71,106,0,0,0,0,SAFE,0.00018089319800000003,0.0
71,107,0,0,0,0,SAFE,0.000184447271,0.0
71,108,0,0,0,0,SAFE,0.000171232079,0.0
71,109,0,0,0,0,SAFE,0.000143595249,0.0
71,110,0,0,0,0,SAFE,0.00013400710720000002,0.0
71,111,0,0,0,0,SAFE,0.0001722925732,0.0
71,112,0,0,0,0,SAFE,0.000152268844,0.0
71,113,0,0,0,0,SAFE,0.000160440144,0.0
71,114,0,0,0,0,SAFE,0.000205195048,0.0
71,115,0,0,0,0,SAFE,0.00019670231,0.0
71,116,0,0,0,0,SAFE,0.00019226484899999998,0.0
71,117,0,0,0,0,SAFE,0.00018386368599999998,0.0
71,118,0,0,0,0,SAFE,0.00017273622720000002,0.0
71,119,0,0,0,0,SAFE,0.00030942258079999995,0.0
71,120,0,0,0,0,SAFE,0.0001949027168,0.0
71,121,0,0,0,0,SAFE,0.00017833844400000001,0.0
71,122,0,0,0,0,SAFE,0.00017510745,0.0
71,123,0,0,0,0,SAFE,0.00040488602600000003,0.0
71,124,0,0,0,0,SAFE,0.0001761788,0.0
71,125,0,0,0,0,SAFE,0.00022406500280000002,0.0
71,126,0,0,0,0,SAFE,0.0001728221128,0.0
71,127,0,0,0,0,SAFE,0.0001703032512,0.0
71,128,0,0,0,0,SAFE,0.000226301616,0.0
71,129,0,0,0,0,SAFE,0.00019589672399999996,0.0
71,130,0,0,0,0,SAFE,0.000128649412,0.0
71,131,0,0,0,0,SAFE,0.000149986077,0.0
71,132,0,0,0,0,SAFE,0.0001526079328,0.0
71,133,0,0,0,0,SAFE,0.000184702574,0.0
71,134,0,0,0,0,SAFE,0.000152178856,0.0
71,135,0,0,0,0,SAFE,0.000136712066,0.0
71,136,0,0,0,0,SAFE,0.000155962692,0.0
71,137,0,0,0,0,SAFE,0.000157241438,0.0
71,138,0,0,0,0,SAFE,0.00021910231,0.0
71,139,0,0,0,0,SAFE,0.00011344127,0.0
71,140,0,0,0,0,SAFE,0.0001402998232,0.0
71,141,0,0,0,0,SAFE,0.000240447102,0.0
71,142,0,0,0,0,SAFE,0.00019883857300000002,0.0
71,143,0,0,0,0,SAFE,0.00017958923800000002,0.0
71,144,0,0,0,0,SAFE,0.00032084702999999996,0.0
71,145,0,0,0,0,SAFE,0.00015625474599999999,0.0
71,146,0,0,0,0,SAFE,0.000155112483,0.0
71,147,0,0,0,0,SAFE,0.0001756319828,0.0
71,148,0,0,0,0,SAFE,0.000242165156,0.0
71,149,0,0,0,0,SAFE,0.000371132506,0.0
71,150,0,0,0,0,SAFE,0.00023236724,0.0
71,151,0,0,0,0,SAFE,0.00036887248300000004,0.0
71,152,0,0,0,0,SAFE,0.00045322440100000003,0.0
71,153,0,0,0,0,SAFE,0.00024221127200000004,0.0
71,154,0,0,0,0,SAFE,0.00020190691799999998,0.0
71,155,0,0,0,0,SAFE,0.00022161099999999998,0.0
71,156,0,0,0,0,SAFE,0.000240763584,0.0
71,157,0,0,0,0,SAFE,0.000206762008,0.0
71,158,0,0,0,0,SAFE,0.000455841254,0.0
71,159,0,0,0,0,SAFE,0.00032423505200000004,0.0
71,160,0,0,0,0,SAFE,0.0007028509240000001,0.0
71,161,0,0,0,0,SAFE,0.000814389186,0.0
71,162,0,0,0,0,SAFE,0.0009303434500000001,0.0
71,163,0,0,0,0,SAFE,0.0016839508039999999,0.0
71,164,0,0,0,0,SAFE,0.000498768026,0.0
71,165,0,0,0,0,SAFE,0.000789024616,0.0
71,166,0,0,0,0,SAFE,0.00071255324,0.0
71,167,0,0,0,0,SAFE,0.000517309208,0.0
71,168,0,0,0,0,SAFE,0.001089373858,0.0
71,169,0,0,0,0,SAFE,0.001423080164,0.0
71,170,0,0,0,0,SAFE,0.001705561132,0.0
71,171,0,0,0,0,SAFE,0.059685008539999994,0.0
71,172,0,0,0,0,SAFE,0.00585440339,0.0
71,173,0,0,0,0,SAFE,0.00668839234,0.0
71,174,0,0,0,0,SAFE,0.01185156742,0.0
71,175,0,0,0,0,SAFE,0.06515139078000001,0.0
71,176,0,0,0,0,SAFE,0.054874054988,0.0
71,177,0,0,0,1,WARNING,0.27305117378000004,0.4
71,178,0,0,0,0,SAFE,0.02278713028,0.0
71,179,0,0,0,0,SAFE,0.08276275139999999,0.0
71,180,0,0,0,1,WARNING,0.46539315,0.4
71,181,0,0,0,1,WARNING,0.3165898176,0.4
71,182,0,0,0,1,WARNING,0.46112157400000003,0.4
71,183,0,0,0,1,WARNING,0.57955811,0.4
71,184,0,1,1,1,CRITICAL,0.565475922,0.8
71,185,0,1,1,1,CRITICAL,0.62547978,0.6
71,186,0,1,1,1,CRITICAL,0.6778549939999999,0.8
71,187,0,0,0,1,WARNING,0.50337478,0.4
71,188,1,1,1,1,CRITICAL,0.673284422,0.8
71,189,1,1,1,1,CRITICAL,0.8230211519999999,1.0
71,190,1,1,1,1,CRITICAL,0.80635567,1.0
71,191,1,1,1,1,CRITICAL,0.931989364,1.0
71,192,1,1,1,1,CRITICAL,0.8415274360000001,1.0
71,193,1,1,1,1,CRITICAL,0.890927312,1.0
71,194,1,1,1,1,CRITICAL,0.902834626,1.0
71,195,1,1,1,1,CRITICAL,0.967404262,1.0
71,196,1,1,1,1,CRITICAL,0.945076576,1.0
71,197,1,1,1,1,CRITICAL,0.9951590620000001,1.0
71,198,1,1,1,1,CRITICAL,0.9938944700000001,1.0
71,199,1,1,1,1,CRITICAL,0.994141342,1.0
71,200,1,1,1,1,CRITICAL,0.9988338600000001,1.0
71,201,1,1,1,1,CRITICAL,0.997377184,1.0
71,202,1,1,1,1,CRITICAL,0.998628914,1.0
71,203,1,1,1,1,CRITICAL,0.9996798139999999,1.0
71,204,1,1,1,1,CRITICAL,0.9996192620000001,1.0
71,205,1,1,1,1,CRITICAL,0.999619504,1.0
71,206,1,1,1,1,CRITICAL,0.999539596,1.0
71,207,1,1,1,1,CRITICAL,0.99909498,1.0
71,208,1,1,1,1,CRITICAL,0.9997395859999999,1.0
72,1,0,0,0,0,SAFE,0.000291006204,0.0
72,2,0,0,0,0,SAFE,0.000456766282,0.0
72,3,0,0,0,0,SAFE,0.000273139263,0.0
72,4,0,0,0,0,SAFE,0.000179291032,0.0
72,5,0,0,0,0,SAFE,0.000148890604,0.0
72,6,0,0,0,0,SAFE,0.000143103306,0.0
72,7,0,0,0,0,SAFE,0.00014845402720000002,0.0
72,8,0,0,0,0,SAFE,0.000163189612,0.0
72,9,0,0,0,0,SAFE,0.000226394432,0.0
72,10,0,0,0,0,SAFE,0.000179357976,0.0
72,11,0,0,0,0,SAFE,0.00021482737999999998,0.0
72,12,0,0,0,0,SAFE,0.000284031382,0.0
72,13,0,0,0,0,SAFE,0.000173873493,0.0
72,14,0,0,0,0,SAFE,0.00018703740499999999,0.0
72,15,0,0,0,0,SAFE,0.000176513214,0.0
72,16,0,0,0,0,SAFE,0.00023555345,0.0
72,17,0,0,0,0,SAFE,0.00016578329499999998,0.0
72,18,0,0,0,0,SAFE,0.00019596725999999998,0.0
72,19,0,0,0,0,SAFE,0.00026406582479999996,0.0
72,20,0,0,0,0,SAFE,0.000215945158,0.0
72,21,0,0,0,0,SAFE,0.000179673524,0.0
72,22,0,0,0,0,SAFE,0.000214019196,0.0
72,23,0,0,0,0,SAFE,0.0002548211702,0.0
72,24,0,0,0,0,SAFE,0.000310597243,0.0
72,25,0,0,0,0,SAFE,0.00018557721699999998,0.0
72,26,0,0,0,0,SAFE,0.00021888550399999998,0.0
72,27,0,0,0,0,SAFE,0.000216439592,0.0
72,28,0,0,0,0,SAFE,0.000185349527,0.0
72,29,0,0,0,0,SAFE,0.00022957940960000004,0.0
72,30,0,0,0,0,SAFE,0.0002601889148,0.0
72,31,0,0,0,0,SAFE,0.000232244788,0.0
72,32,0,0,0,0,SAFE,0.0002042110572,0.0
72,33,0,0,0,0,SAFE,0.00024099841000000001,0.0
72,34,0,0,0,0,SAFE,0.000237537176,0.0
72,35,0,0,0,0,SAFE,0.0002317157532,0.0
72,36,0,0,0,0,SAFE,0.00023783914299999997,0.0
72,37,0,0,0,0,SAFE,0.00015015604500000001,0.0
72,38,0,0,0,0,SAFE,0.0001482649588,0.0
72,39,0,0,0,0,SAFE,0.000151995424,0.0
72,40,0,0,0,0,SAFE,0.000151760378,0.0
72,41,0,0,0,0,SAFE,0.00018474783000000002,0.0
72,42,0,0,0,0,SAFE,0.000241266751,0.0
72,43,0,0,0,0,SAFE,0.000173038365,0.0
72,44,0,0,0,0,SAFE,0.00019539896599999996,0.0
72,45,0,0,0,0,SAFE,0.00022274622600000003,0.0
72,46,0,0,0,0,SAFE,0.000201637062,0.0
72,47,0,0,0,0,SAFE,0.000256216988,0.0
72,48,0,0,0,0,SAFE,0.00024110326999999998,0.0
72,49,0,0,0,0,SAFE,0.0002056158792,0.0
72,50,0,0,0,0,SAFE,0.00022915634799999996,0.0
72,51,0,0,0,0,SAFE,0.000236376852,0.0
72,52,0,0,0,0,SAFE,0.0002234344972,0.0
72,53,0,0,0,0,SAFE,0.00019024907800000001,0.0
72,54,0,0,0,0,SAFE,0.00022265810600000002,0.0
72,55,0,0,0,0,SAFE,0.00023142471399999995,0.0
72,56,0,0,0,0,SAFE,0.000212110192,0.0
72,57,0,0,0,0,SAFE,0.000269345698,0.0
72,58,0,0,0,0,SAFE,0.000265204052,0.0
72,59,0,0,0,0,SAFE,0.000181625714,0.0
72,60,0,0,0,0,SAFE,0.000130171582,0.0
72,61,0,0,0,0,SAFE,0.000159301039,0.0
72,62,0,0,0,0,SAFE,0.00019897201799999996,0.0
72,63,0,0,0,0,SAFE,0.00020752916,0.0
72,64,0,0,0,0,SAFE,0.00019447849400000002,0.0
72,65,0,0,0,0,SAFE,0.000189123082,0.0
72,66,0,0,0,0,SAFE,0.000289819656,0.0
72,67,0,0,0,0,SAFE,0.000272772236,0.0
72,68,0,0,0,0,SAFE,0.00025882245879999997,0.0
72,69,0,0,0,0,SAFE,0.00025261592,0.0
72,70,0,0,0,0,SAFE,0.000213201774,0.0
72,71,0,0,0,0,SAFE,0.00021205151319999999,0.0
72,72,0,0,0,0,SAFE,0.00021918367299999996,0.0
72,73,0,0,0,0,SAFE,0.00023857701360000005,0.0
72,74,0,0,0,0,SAFE,0.0001592100792,0.0
72,75,0,0,0,0,SAFE,0.00018254426999999998,0.0
72,76,0,0,0,0,SAFE,0.00014962005799999998,0.0
72,77,0,0,0,0,SAFE,0.0002698580092,0.0
72,78,0,0,0,0,SAFE,0.0001906037488,0.0
72,79,0,0,0,0,SAFE,0.00017725675800000002,0.0
72,80,0,0,0,0,SAFE,0.000181783428,0.0
72,81,0,0,0,0,SAFE,0.0001589687712,0.0
72,82,0,0,0,0,SAFE,0.000231863834,0.0
72,83,0,0,0,0,SAFE,0.0003119451840000001,0.0
72,84,0,0,0,0,SAFE,0.00024414305720000005,0.0
72,85,0,0,0,0,SAFE,0.00016630304,0.0
72,86,0,0,0,0,SAFE,0.0001947436,0.0
72,87,0,0,0,0,SAFE,0.00022127662200000002,0.0
72,88,0,0,0,0,SAFE,0.00030104404400000003,0.0
72,89,0,0,0,0,SAFE,0.00019352505000000002,0.0
72,90,0,0,0,0,SAFE,0.00023298277200000002,0.0
72,91,0,0,0,0,SAFE,0.000331452296,0.0
72,92,0,0,0,0,SAFE,0.00040047564,0.0
72,93,0,0,0,0,SAFE,0.000220346162,0.0
72,94,0,0,0,0,SAFE,0.000300777141,0.0
72,95,0,0,0,0,SAFE,0.000280679836,0.0
72,96,0,0,0,0,SAFE,0.000204601312,0.0
72,97,0,0,0,0,SAFE,0.000252325354,0.0
72,98,0,0,0,0,SAFE,0.000215311239,0.0
72,99,0,0,0,0,SAFE,0.000336183598,0.0
72,100,0,0,0,0,SAFE,0.0004575925792,0.0
72,101,0,0,0,0,SAFE,0.00047295912,0.0
72,102,0,0,0,0,SAFE,0.000389401286,0.0
72,103,0,0,0,0,SAFE,0.00034009199400000003,0.0
72,104,0,0,0,0,SAFE,0.00028230976999999997,0.0
72,105,0,0,0,0,SAFE,0.000276972222,0.0
72,106,0,0,0,0,SAFE,0.000261004064,0.0
72,107,0,0,0,0,SAFE,0.00028945587800000006,0.0
72,108,0,0,0,0,SAFE,0.0003197954272,0.0
72,109,0,0,0,0,SAFE,0.00024326718799999998,0.0
72,110,0,0,0,0,SAFE,0.000274619812,0.0
72,111,0,0,0,0,SAFE,0.00031778933400000004,0.0
72,112,0,0,0,0,SAFE,0.000362321238,0.0
72,113,0,0,0,0,SAFE,0.0002102011928,0.0
72,114,0,0,0,0,SAFE,0.00031631108800000003,0.0
72,115,0,0,0,0,SAFE,0.00029406081,0.0
72,116,0,0,0,0,SAFE,0.00022591306200000003,0.0
72,117,0,0,0,0,SAFE,0.00027064725199999997,0.0
72,118,0,0,0,0,SAFE,0.000268899678,0.0
72,119,0,0,0,0,SAFE,0.00036444670600000004,0.0
72,120,0,0,0,0,SAFE,0.00019294540699999998,0.0
72,121,0,0,0,0,SAFE,0.00020009459480000002,0.0
72,122,0,0,0,0,SAFE,0.00036322458400000004,0.0
72,123,0,0,0,0,SAFE,0.000368690258,0.0
72,124,0,0,0,0,SAFE,0.00035985296,0.0
72,125,0,0,0,0,SAFE,0.0002509438668,0.0
72,126,0,0,0,0,SAFE,0.000363885915,0.0
72,127,0,0,0,0,SAFE,0.00033919561599999996,0.0
72,128,0,0,0,0,SAFE,0.0003160762908,0.0
72,129,0,0,0,0,SAFE,0.0003149511568,0.0
72,130,0,0,0,0,SAFE,0.000366919652,0.0
72,131,0,0,0,0,SAFE,0.000231261406,0.0
72,132,0,0,0,0,SAFE,0.000395958712,0.0
72,133,0,0,0,0,SAFE,0.00028018102000000003,0.0
72,134,0,0,0,0,SAFE,0.00022141298199999997,0.0
72,135,0,0,0,0,SAFE,0.000403394579,0.0
72,136,0,0,0,0,SAFE,0.0003336494988,0.0
72,137,0,0,0,0,SAFE,0.00037204416599999996,0.0
72,138,0,0,0,0,SAFE,0.0001918180272,0.0
72,139,0,0,0,0,SAFE,0.0002796986868,0.0
72,140,0,0,0,0,SAFE,0.000345376862,0.0
72,141,0,0,0,0,SAFE,0.000433286982,0.0
72,142,0,0,0,0,SAFE,0.00020555347999999998,0.0
72,143,0,0,0,0,SAFE,0.000471630098,0.0
72,144,0,0,0,0,SAFE,0.00040101861899999997,0.0
72,145,0,0,0,0,SAFE,0.00032578245399999997,0.0
72,146,0,0,0,0,SAFE,0.00043564243900000006,0.0
72,147,0,0,0,0,SAFE,0.000476131009,0.0
72,148,0,0,0,0,SAFE,0.0004039134971999999,0.0
72,149,0,0,0,0,SAFE,0.000598855965,0.0
72,150,0,0,0,0,SAFE,0.00046752360799999997,0.0
72,151,0,0,0,0,SAFE,0.00044460136199999994,0.0
72,152,0,0,0,0,SAFE,0.00050603565,0.0
72,153,0,0,0,0,SAFE,0.000517651938,0.0
72,154,0,0,0,0,SAFE,0.00045994330799999995,0.0
72,155,0,0,0,0,SAFE,0.0014541757,0.0
72,156,0,0,0,0,SAFE,0.003589067858,0.0
72,157,0,0,0,0,SAFE,0.004749101604,0.0
72,158,0,0,0,0,SAFE,0.00463033291,0.0
72,159,0,0,0,0,SAFE,0.003943610972,0.0
72,160,0,0,0,0,SAFE,0.0037896649480000004,0.0
72,161,0,0,0,0,SAFE,0.006348543122,0.0
72,162,0,0,0,0,SAFE,0.008868683233999999,0.0
72,163,0,0,0,0,SAFE,0.0016975656639999996,0.0
72,164,0,0,0,0,SAFE,0.00166441481,0.0
72,165,0,0,0,0,SAFE,0.004829689612,0.0
72,166,0,0,0,0,SAFE,0.0016827943299999998,0.0
72,167,0,0,0,0,SAFE,0.005162636666,0.0
72,168,0,0,0,0,SAFE,0.016916925859999998,0.0
72,169,0,0,0,0,SAFE,0.013410529436,0.0
72,170,0,0,0,1,WARNING,0.12230150578799999,0.2
72,171,0,0,0,0,SAFE,0.085029537276,0.0
72,172,0,0,0,1,WARNING,0.144802161686,0.2
72,173,0,0,0,1,WARNING,0.15080799744,0.2
72,174,0,0,0,1,WARNING,0.11484904204999999,0.2
72,175,0,0,0,1,WARNING,0.16445319256000002,0.2
72,176,0,0,0,1,WARNING,0.14813817381400002,0.2
72,177,0,0,0,1,WARNING,0.31952509222000003,0.4
72,178,0,0,0,1,WARNING,0.35327450699999996,0.4
72,179,0,0,0,1,WARNING,0.22713577820000003,0.2
72,180,0,0,0,1,WARNING,0.3348551456,0.4
72,181,0,0,0,1,WARNING,0.2993734974,0.4
72,182,0,0,0,1,WARNING,0.18252003645999998,0.2
72,183,0,0,0,1,WARNING,0.16068743325999998,0.2
72,184,0,0,0,1,WARNING,0.235171821368,0.2
72,185,0,0,0,1,WARNING,0.23928225279999998,0.2
72,186,0,0,0,1,WARNING,0.26074305314,0.2
72,187,0,0,0,1,WARNING,0.30209620400000003,0.4
72,188,0,0,0,1,WARNING,0.46065787399999997,0.4
72,189,0,0,0,1,WARNING,0.5119025201,0.4
72,190,0,0,0,1,WARNING,0.31258386096,0.4
72,191,0,0,0,1,WARNING,0.5170521779999999,0.4
72,192,0,0,0,1,WARNING,0.4382269598,0.4
72,193,1,0,0,1,WARNING,0.52912107,0.4
72,194,1,1,1,1,CRITICAL,0.516671084,0.6
72,195,1,1,1,1,CRITICAL,0.849766848,1.0
72,196,1,1,1,1,CRITICAL,0.903403688,1.0
72,197,1,1,1,1,CRITICAL,0.920110884,1.0
72,198,1,1,1,1,CRITICAL,0.9910903879999999,1.0
72,199,1,1,1,1,CRITICAL,0.9868635920000001,1.0
72,200,1,1,1,1,CRITICAL,0.9948501200000001,1.0
72,201,1,1,1,1,CRITICAL,0.9895178960000001,1.0
72,202,1,1,1,1,CRITICAL,0.9931032,1.0
72,203,1,1,1,1,CRITICAL,0.993173526,1.0
72,204,1,1,1,1,CRITICAL,0.9975699779999999,1.0
72,205,1,1,1,1,CRITICAL,0.9978363080000001,1.0
72,206,1,1,1,1,CRITICAL,0.999481074,1.0
72,207,1,1,1,1,CRITICAL,0.9997137759999999,1.0
72,208,1,1,1,1,CRITICAL,0.999463336,1.0
72,209,1,1,1,1,CRITICAL,0.9993676720000002,1.0
72,210,1,1,1,1,CRITICAL,0.9991292739999998,1.0
72,211,1,1,1,1,CRITICAL,0.9995100459999999,1.0
72,212,1,1,1,1,CRITICAL,0.9994377480000001,1.0
72,213,1,1,1,1,CRITICAL,0.9997011499999999,1.0
73,1,0,0,0,0,SAFE,0.000561061318,0.0
73,2,0,0,0,0,SAFE,0.000954813308,0.0
73,3,0,0,0,0,SAFE,0.00044935167199999993,0.0
73,4,0,0,0,0,SAFE,0.00070253442,0.0
73,5,0,0,0,0,SAFE,0.00049322972,0.0
73,6,0,0,0,0,SAFE,0.000597271,0.0
73,7,0,0,0,0,SAFE,0.000451245048,0.0
73,8,0,0,0,0,SAFE,0.00038888257800000003,0.0
73,9,0,0,0,0,SAFE,0.00037781720120000004,0.0
73,10,0,0,0,0,SAFE,0.000496392326,0.0
73,11,0,0,0,0,SAFE,0.000427773337,0.0
73,12,0,0,0,0,SAFE,0.000259337236,0.0
73,13,0,0,0,0,SAFE,0.0003661074324,0.0
73,14,0,0,0,0,SAFE,0.0004267800120000001,0.0
73,15,0,0,0,0,SAFE,0.000523826478,0.0
73,16,0,0,0,0,SAFE,0.00045226027080000006,0.0
73,17,0,0,0,0,SAFE,0.0003447161752,0.0
73,18,0,0,0,0,SAFE,0.00041728999400000004,0.0
73,19,0,0,0,0,SAFE,0.0016419421680000002,0.0
73,20,0,0,0,0,SAFE,0.001189153974,0.0
73,21,0,0,0,0,SAFE,0.000626730424,0.0
73,22,0,0,0,0,SAFE,0.00034963647599999995,0.0
73,23,0,0,0,0,SAFE,0.000370651944,0.0
73,24,0,0,0,0,SAFE,0.00044369558599999996,0.0
73,25,0,0,0,0,SAFE,0.000444120242,0.0
73,26,0,0,0,0,SAFE,0.00040290425800000004,0.0
73,27,0,0,0,0,SAFE,0.00041378342799999995,0.0
73,28,0,0,0,0,SAFE,0.000554027816,0.0
73,29,0,0,0,0,SAFE,0.00042267396400000003,0.0
73,30,0,0,0,0,SAFE,0.0005760742667999999,0.0
73,31,0,0,0,0,SAFE,0.001017943198,0.0
73,32,0,0,0,0,SAFE,0.0010599566322,0.0
73,33,0,0,0,0,SAFE,0.000304001814,0.0
73,34,0,0,0,0,SAFE,0.00056211119,0.0
73,35,0,0,0,0,SAFE,0.000573734448,0.0
73,36,0,0,0,0,SAFE,0.0004717447088,0.0
73,37,0,0,0,0,SAFE,0.000964917625,0.0
73,38,0,0,0,0,SAFE,0.0006846134840000001,0.0
73,39,0,0,0,0,SAFE,0.0008896482712,0.0
73,40,0,0,0,0,SAFE,0.000395729576,0.0
73,41,0,0,0,0,SAFE,0.0004346369468,0.0
73,42,0,0,0,0,SAFE,0.000368998508,0.0
73,43,0,0,0,0,SAFE,0.00046152538800000003,0.0
73,44,0,0,0,0,SAFE,0.000503880006,0.0
73,45,0,0,0,0,SAFE,0.0003534253,0.0
73,46,0,0,0,0,SAFE,0.000505066799,0.0
73,47,0,0,0,0,SAFE,0.0005012801462,0.0
73,48,0,0,0,0,SAFE,0.000541384954,0.0
73,49,0,0,0,0,SAFE,0.0007255076039999999,0.0
73,50,0,0,0,0,SAFE,0.000737620312,0.0
73,51,0,0,0,0,SAFE,0.000518919214,0.0
73,52,0,0,0,0,SAFE,0.000408916994,0.0
73,53,0,0,0,0,SAFE,0.00059298947,0.0
